"Date","AAIGF","ADNT","AET","AIG","AMP","AMZN","APA","AXP","BABA","BAM","BBBY","BK","BRK","CFG","CNQ","COF","COG","COP","COST","COV","CVS","DEO","DGX","EDU","ESRX","FB","GE","GOOG","GOOGL","HCMLF","HOG","HPQ","IBM","INTC","IRM","JCI","JNJ","JPM","KMX","KO","L","LBTYK","LH","LVS","MEL","MER","MKL","MO","MON","MRK","MSFT","NPSNY","NWSA","OVV","OXY","PG","RE","RHHVF","RHJIF","RTX","RWT","S","SAFRY","SCHW","SYY","TEL","TKOMY","TRH","TXN","UNH","USB","WB","WFC","WMT","WOSCF","Y"
2015-07-01,0,0,0,0,0,8.28,0,8.22,0,0,0,5.53,8.86,0,0,0,4.7,0,4.97,0,0,0,0,0,0,0,0,3.66,3.83,3.81,0,0,0,0,0,0,0,5.32,0,0,0,3.73,0,2.88,0,0,7.83,0,5.24,0,0,0,0,2.62,0,0,0,0,0,5.62,0,0,0,4.23,0,0,0,0,2.47,3.88,0,0,4.18,0,0,0
2015-08-01,0,0,0,0,0,8.28,0,8.22,0,0,0,5.53,8.86,0,0,0,4.7,0,4.97,0,0,0,0,0,0,0,0,3.66,3.83,3.81,0,0,0,0,0,0,0,5.32,0,0,0,3.73,0,2.88,0,0,7.83,0,5.24,0,0,0,0,2.62,0,0,0,0,0,5.62,0,0,0,4.23,0,0,0,0,2.47,3.88,0,0,4.18,0,0,0
2015-09-01,0,0,0,0,0,8.28,0,8.22,0,0,0,5.53,8.86,0,0,0,4.7,0,4.97,0,0,0,0,0,0,0,0,3.66,3.83,3.81,0,0,0,0,0,0,0,5.32,0,0,0,3.73,0,2.88,0,0,7.83,0,5.24,0,0,0,0,2.62,0,0,0,0,0,5.62,0,0,0,4.23,0,0,0,0,2.47,3.88,0,0,4.18,0,0,0
2015-10-01,0,0,0,0,0,9.84,1.98,6.94,0,0,0,5.24,8.08,0,0,0,3.42,0,5,0,0,0,0,0,0,0,0,4.1,4.21,3.45,0,0,0,0,0,0,0,5.18,0,0,0,3.34,0,2.99,0,0,7.77,0,5.44,0,0,0,0,0,0,0,0,0,0,5.46,0,0,0,4.39,0,0,0,0,2.46,3.54,0,0,3.98,0,0,0
2015-11-01,0,0,0,0,0,9.84,1.98,6.94,0,0,0,5.24,8.08,0,0,0,3.42,0,5,0,0,0,0,0,0,0,0,4.1,4.21,3.45,0,0,0,0,0,0,0,5.18,0,0,0,3.34,0,2.99,0,0,7.77,0,5.44,0,0,0,0,0,0,0,0,0,0,5.46,0,0,0,4.39,0,0,0,0,2.46,3.54,0,0,3.98,0,0,0
2015-12-01,0,0,0,0,0,9.84,1.98,6.94,0,0,0,5.24,8.08,0,0,0,3.42,0,5,0,0,0,0,0,0,0,0,4.1,4.21,3.45,0,0,0,0,0,0,0,5.18,0,0,0,3.34,0,2.99,0,0,7.77,0,5.44,0,0,0,0,0,0,0,0,0,0,5.46,0,0,0,4.39,0,0,0,0,2.46,3.54,0,0,3.98,0,0,0
2016-01-01,0,0,0,0,0,8.87,4.18,6.29,0,0,0,4.8,8.95,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,4.14,4.23,4.55,0,0,0,0,0,0,0,4.77,2.41,0,0,3.16,0,0,0,0,8.05,0,3.97,0,0,0,0,2.32,0,0,0,0,0,5.84,0,0,0,3.83,0,0,0,0,0,3.98,0,0,3.64,0,0,0
2016-02-01,0,0,0,0,0,8.87,4.18,6.29,0,0,0,4.8,8.95,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,4.14,4.23,4.55,0,0,0,0,0,0,0,4.77,2.41,0,0,3.16,0,0,0,0,8.05,0,3.97,0,0,0,0,2.32,0,0,0,0,0,5.84,0,0,0,3.83,0,0,0,0,0,3.98,0,0,3.64,0,0,0
2016-03-01,0,0,0,0,0,8.87,4.18,6.29,0,0,0,4.8,8.95,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,4.14,4.23,4.55,0,0,0,0,0,0,0,4.77,2.41,0,0,3.16,0,0,0,0,8.05,0,3.97,0,0,0,0,2.32,0,0,0,0,0,5.84,0,0,0,3.83,0,0,0,0,0,3.98,0,0,3.64,0,0,0
2016-04-01,0,0,0,0,0,8.1,4.52,5.33,0,0,0,4.69,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.35,3.51,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,5.37,0,4.01,0,0,0,0,2.54,4.15,0,0,0,0,6.7,0,0,3.45,3.52,0,0,0,0,0,3.74,3.32,0,4.73,0,0,0
2016-05-01,0,0,0,0,0,8.1,4.52,5.33,0,0,0,4.69,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.35,3.51,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,5.37,0,4.01,0,0,0,0,2.54,4.15,0,0,0,0,6.7,0,0,3.45,3.52,0,0,0,0,0,3.74,3.32,0,4.73,0,0,0
2016-06-01,0,0,0,0,0,8.1,4.52,5.33,0,0,0,4.69,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.35,3.51,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,5.37,0,4.01,0,0,0,0,2.54,4.15,0,0,0,0,6.7,0,0,3.45,3.52,0,0,0,0,0,3.74,3.32,0,4.73,0,0,0
2016-07-01,0,0,0,0,0,7.78,6.02,5.28,0,0,0,4.9,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,3.59,4.63,0,0,0,0,0,5.31,0,4.32,0,0,0,0,0,0,0,0,4.92,0,3.72,0,0,0,0,3.21,3.76,0,0,0,0,6.23,0,0,3.46,4.12,0,0,0,0,0,3.48,3.31,0,4.65,0,0,0
2016-08-01,0,0,0,0,0,7.78,6.02,5.28,0,0,0,4.9,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,3.59,4.63,0,0,0,0,0,5.31,0,4.32,0,0,0,0,0,0,0,0,4.92,0,3.72,0,0,0,0,3.21,3.76,0,0,0,0,6.23,0,0,3.46,4.12,0,0,0,0,0,3.48,3.31,0,4.65,0,0,0
2016-09-01,0,0,0,0,0,7.78,6.02,5.28,0,0,0,4.9,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,3.59,4.63,0,0,0,0,0,5.31,0,4.32,0,0,0,0,0,0,0,0,4.92,0,3.72,0,0,0,0,3.21,3.76,0,0,0,0,6.23,0,0,3.46,4.12,0,0,0,0,0,3.48,3.31,0,4.65,0,0,0
2016-10-01,0,0,0,0,0,6.91,5.93,6.06,0,0,0,5.78,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.51,3.35,0,0,0,0,0,4.66,0,5.55,0,0,0,1.99,0,0,0,0,4.75,0,3.8,0,0,0,0,3.57,3.64,0,0,0,0,6.67,0,0,3.43,0,0,0,0,0,0,3.94,3.94,0,5.94,0,0,0
2016-11-01,0,0,0,0,0,6.91,5.93,6.06,0,0,0,5.78,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.51,3.35,0,0,0,0,0,4.66,0,5.55,0,0,0,1.99,0,0,0,0,4.75,0,3.8,0,0,0,0,3.57,3.64,0,0,0,0,6.67,0,0,3.43,0,0,0,0,0,0,3.94,3.94,0,5.94,0,0,0
2016-12-01,0,0,0,0,0,6.91,5.93,6.06,0,0,0,5.78,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.51,3.35,0,0,0,0,0,4.66,0,5.55,0,0,0,1.99,0,0,0,0,4.75,0,3.8,0,0,0,0,3.57,3.64,0,0,0,0,6.67,0,0,3.43,0,0,0,0,0,0,3.94,3.94,0,5.94,0,0,0
2017-01-01,0,0,0,0,0,7.5,5.24,5.94,0,0,0,6.03,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.45,4.56,0,0,0,0,0,4.99,0,5.19,0,0,0,2.16,0,0,0,0,5.36,0,3.75,0,0,0,0,3.27,2.57,0,0,0,0,6.27,0,0,3.73,0,0,0,0,0,0,3.71,4.13,0,6.28,0,0,0
2017-02-01,0,0,0,0,0,7.5,5.24,5.94,0,0,0,6.03,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.45,4.56,0,0,0,0,0,4.99,0,5.19,0,0,0,2.16,0,0,0,0,5.36,0,3.75,0,0,0,0,3.27,2.57,0,0,0,0,6.27,0,0,3.73,0,0,0,0,0,0,3.71,4.13,0,6.28,0,0,0
2017-03-01,0,0,0,0,0,7.5,5.24,5.94,0,0,0,6.03,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.45,4.56,0,0,0,0,0,4.99,0,5.19,0,0,0,2.16,0,0,0,0,5.36,0,3.75,0,0,0,0,3.27,2.57,0,0,0,0,6.27,0,0,3.73,0,0,0,0,0,0,3.71,4.13,0,6.28,0,0,0
2017-04-01,0,0,0,0,0,7.29,4.93,6.38,0,0,0,6.57,7.73,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,3.73,3.81,4.46,0,0,0,0,0,5.18,0,4.35,0,0,0,1.94,0,0,0,0,5.41,0,2.91,0,0,0,0,2.47,2.45,0,0,0,0,6.88,0,0,4.61,0,0,0,0,0,0,4.23,0,0,6.31,0,0,0
2017-05-01,0,0,0,0,0,7.29,4.93,6.38,0,0,0,6.57,7.73,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,3.73,3.81,4.46,0,0,0,0,0,5.18,0,4.35,0,0,0,1.94,0,0,0,0,5.41,0,2.91,0,0,0,0,2.47,2.45,0,0,0,0,6.88,0,0,4.61,0,0,0,0,0,0,4.23,0,0,6.31,0,0,0
2017-06-01,0,0,0,0,0,7.29,4.93,6.38,0,0,0,6.57,7.73,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,3.73,3.81,4.46,0,0,0,0,0,5.18,0,4.35,0,0,0,1.94,0,0,0,0,5.41,0,2.91,0,0,0,0,2.47,2.45,0,0,0,0,6.88,0,0,4.61,0,0,0,0,0,0,4.23,0,0,6.31,0,0,0
2017-07-01,0,0,0,0,0,7.03,4.66,6.65,0,0,0,6.63,8.33,0,0,5.24,0,0,0,0,0,0,0,0,0,0,0,3.82,3.88,4.4,0,0,0,0,0,4.68,0,4.42,2.09,0,0,0,0,0,0,0,5.75,0,2.86,0,0,0,0,3.22,2.55,0,0,0,0,6.35,0,0,5,0,0,0,0,0,0,2.15,0,0,6.27,0,0,0
2017-08-01,0,0,0,0,0,7.03,4.66,6.65,0,0,0,6.63,8.33,0,0,5.24,0,0,0,0,0,0,0,0,0,0,0,3.82,3.88,4.4,0,0,0,0,0,4.68,0,4.42,2.09,0,0,0,0,0,0,0,5.75,0,2.86,0,0,0,0,3.22,2.55,0,0,0,0,6.35,0,0,5,0,0,0,0,0,0,2.15,0,0,6.27,0,0,0
2017-09-01,0,0,0,0,0,7.03,4.66,6.65,0,0,0,6.63,8.33,0,0,5.24,0,0,0,0,0,0,0,0,0,0,0,3.82,3.88,4.4,0,0,0,0,0,4.68,0,4.42,2.09,0,0,0,0,0,0,0,5.75,0,2.86,0,0,0,0,3.22,2.55,0,0,0,0,6.35,0,0,5,0,0,0,0,0,0,2.15,0,0,6.27,0,0,0
2017-10-01,0,2.84,0,0,0,8.46,5.3,4.56,1.79,0,0,6.66,8.91,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0,5.22,4.15,2.19,0,0,0,0,0,5.36,0,4.89,0,0,0,2.02,0,0,0,0,5.51,0,0,0,0,1.92,0,0,2.9,0,0,0,0,6.9,0,0,4.98,0,0,0,0,0,0,0,0,0,6.81,0,0,0
2017-11-01,0,2.84,0,0,0,8.46,5.3,4.56,1.79,0,0,6.66,8.91,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0,5.22,4.15,2.19,0,0,0,0,0,5.36,0,4.89,0,0,0,2.02,0,0,0,0,5.51,0,0,0,0,1.92,0,0,2.9,0,0,0,0,6.9,0,0,4.98,0,0,0,0,0,0,0,0,0,6.81,0,0,0
2017-12-01,0,2.84,0,0,0,8.46,5.3,4.56,1.79,0,0,6.66,8.91,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0,5.22,4.15,2.19,0,0,0,0,0,5.36,0,4.89,0,0,0,2.02,0,0,0,0,5.51,0,0,0,0,1.92,0,0,2.9,0,0,0,0,6.9,0,0,4.98,0,0,0,0,0,0,0,0,0,6.81,0,0,0
2018-01-01,0,2.1,2.02,0,0,8.97,4.72,4.18,0,0,0,6.22,8.74,0,0,6.64,0,0,0,0,0,0,0,0,0,2.64,0,5.02,3.99,2.06,0,0,0,0,0,4.84,0,4.9,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,2.49,0,0,0,0,6.65,0,0,5.01,0,0,0,0,0,0,0,0,0,5.75,0,2.26,0
2018-02-01,0,2.1,2.02,0,0,8.97,4.72,4.18,0,0,0,6.22,8.74,0,0,6.64,0,0,0,0,0,0,0,0,0,2.64,0,5.02,3.99,2.06,0,0,0,0,0,4.84,0,4.9,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,2.49,0,0,0,0,6.65,0,0,5.01,0,0,0,0,0,0,0,0,0,5.75,0,2.26,0
2018-03-01,0,2.1,2.02,0,0,8.97,4.72,4.18,0,0,0,6.22,8.74,0,0,6.64,0,0,0,0,0,0,0,0,0,2.64,0,5.02,3.99,2.06,0,0,0,0,0,4.84,0,4.9,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,2.49,0,0,0,0,6.65,0,0,5.01,0,0,0,0,0,0,0,0,0,5.75,0,2.26,0
2018-04-01,0,3.91,2.12,0,0,6.28,5.54,3.71,0,0,0,6.29,7.97,0,0,6.16,0,0,0,0,0,0,0,0,0,3.71,0,5.25,4.2,0,0,0,0,0,0,4.44,0,4.49,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,3.1,0,0,0,0,6.38,0,0,5.54,0,0,0,0,0,0,0,2.59,0,5.88,0,2.23,0
2018-05-01,0,3.91,2.12,0,0,6.28,5.54,3.71,0,0,0,6.29,7.97,0,0,6.16,0,0,0,0,0,0,0,0,0,3.71,0,5.25,4.2,0,0,0,0,0,0,4.44,0,4.49,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,3.1,0,0,0,0,6.38,0,0,5.54,0,0,0,0,0,0,0,2.59,0,5.88,0,2.23,0
2018-06-01,0,3.91,2.12,0,0,6.28,5.54,3.71,0,0,0,6.29,7.97,0,0,6.16,0,0,0,0,0,0,0,0,0,3.71,0,5.25,4.2,0,0,0,0,0,0,4.44,0,4.49,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,3.1,0,0,0,0,6.38,0,0,5.54,0,0,0,0,0,0,0,2.59,0,5.88,0,2.23,0
2018-07-01,0,3.52,2.37,0,0,7.47,5.71,4.08,0,0,0,6.01,9.14,0,0,6.43,0,0,0,0,0,0,0,2.7,0,3.18,4.58,5.68,4.53,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,2.44,0,0,0,0,0,0,0,2.76,0,5.63,0,2.36,0
2018-08-01,0,3.52,2.37,0,0,7.47,5.71,4.08,0,0,0,6.01,9.14,0,0,6.43,0,0,0,0,0,0,0,2.7,0,3.18,4.58,5.68,4.53,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,2.44,0,0,0,0,0,0,0,2.76,0,5.63,0,2.36,0
2018-09-01,0,3.52,2.37,0,0,7.47,5.71,4.08,0,0,0,6.01,9.14,0,0,6.43,0,0,0,0,0,0,0,2.7,0,3.18,4.58,5.68,4.53,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,2.44,0,0,0,0,0,0,0,2.76,0,5.63,0,2.36,0
2018-10-01,0,0,0,0,0,7.09,3.98,4.61,1.71,0,0,7.02,11.05,0,0,6.47,0,0,0,0,0,0,0,3.03,0,3.54,3.38,6.23,4.96,1.92,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,6.95,0,0,2.66,0,0,0,0,0,0,0,3.03,0,6.24,0,2.48,0
2018-11-01,0,0,0,0,0,7.09,3.98,4.61,1.71,0,0,7.02,11.05,0,0,6.47,0,0,0,0,0,0,0,3.03,0,3.54,3.38,6.23,4.96,1.92,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,6.95,0,0,2.66,0,0,0,0,0,0,0,3.03,0,6.24,0,2.48,0
2018-12-01,0,0,0,0,0,7.09,3.98,4.61,1.71,0,0,7.02,11.05,0,0,6.47,0,0,0,0,0,0,0,3.03,0,3.54,3.38,6.23,4.96,1.92,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,6.95,0,0,2.66,0,0,0,0,0,0,0,3.03,0,6.24,0,2.48,0
2019-01-01,0,0,0,0,0,7.49,4.68,4.71,2.31,0,0,6.7,9.7,0,0,6.24,0,0,0,0,0,0,2.16,4.44,0,4.01,0,6.29,4.98,2.06,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,5.18,0,0,0,0,1.98,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,3.34,0,5.83,0,2.35,0
2019-02-01,0,0,0,0,0,7.49,4.68,4.71,2.31,0,0,6.7,9.7,0,0,6.24,0,0,0,0,0,0,2.16,4.44,0,4.01,0,6.29,4.98,2.06,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,5.18,0,0,0,0,1.98,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,3.34,0,5.83,0,2.35,0
2019-03-01,0,0,0,0,0,7.49,4.68,4.71,2.31,0,0,6.7,9.7,0,0,6.24,0,0,0,0,0,0,2.16,4.44,0,4.01,0,6.29,4.98,2.06,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,5.18,0,0,0,0,1.98,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,3.34,0,5.83,0,2.35,0
2019-04-01,0,2.38,0,0,0,7.76,3.81,5.19,2.09,0,0,5.72,9.99,0,0,6.75,0,0,0,0,0,0,2.38,4.64,0,4.53,0,5.65,4.47,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,5.52,0,0,0,0,2.03,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,0,3.54,0,5.57,0,2.56,0
2019-05-01,0,2.38,0,0,0,7.76,3.81,5.19,2.09,0,0,5.72,9.99,0,0,6.75,0,0,0,0,0,0,2.38,4.64,0,4.53,0,5.65,4.47,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,5.52,0,0,0,0,2.03,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,0,3.54,0,5.57,0,2.56,0
2019-06-01,0,2.38,0,0,0,7.76,3.81,5.19,2.09,0,0,5.72,9.99,0,0,6.75,0,0,0,0,0,0,2.38,4.64,0,4.53,0,5.65,4.47,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,5.52,0,0,0,0,2.03,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,0,3.54,0,5.57,0,2.56,0
2019-07-01,0,1.77,0,0,0,7.07,3.35,4.94,2.05,0,0,5.82,9.72,0,0,6.72,0,0,0,0,0,0,2.49,5.29,0,4.15,0,6.33,5,0,0,0,0,1.85,0,0,0,4.39,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,3.71,0,5.89,0,1.63,0
2019-08-01,0,1.77,0,0,0,7.07,3.35,4.94,2.05,0,0,5.82,9.72,0,0,6.72,0,0,0,0,0,0,2.49,5.29,0,4.15,0,6.33,5,0,0,0,0,1.85,0,0,0,4.39,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,3.71,0,5.89,0,1.63,0
2019-09-01,0,1.77,0,0,0,7.07,3.35,4.94,2.05,0,0,5.82,9.72,0,0,6.72,0,0,0,0,0,0,2.49,5.29,0,4.15,0,6.33,5,0,0,0,0,1.85,0,0,0,4.39,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,3.71,0,5.89,0,1.63,0
2019-10-01,1.38,0,0,0,0,7.11,3.16,3.85,2.46,0,0,6.11,9.99,0,0,7.18,0,0,0,0,0,0,2.35,5.47,0,4.52,0,6.56,5.18,0,0,0,0,2.03,0,0,0,4.36,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,3.76,0,5.94,0,1.91,0
2019-11-01,1.38,0,0,0,0,7.11,3.16,3.85,2.46,0,0,6.11,9.99,0,0,7.18,0,0,0,0,0,0,2.35,5.47,0,4.52,0,6.56,5.18,0,0,0,0,2.03,0,0,0,4.36,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,3.76,0,5.94,0,1.91,0
2019-12-01,1.38,0,0,0,0,7.11,3.16,3.85,2.46,0,0,6.11,9.99,0,0,7.18,0,0,0,0,0,0,2.35,5.47,0,4.52,0,6.56,5.18,0,0,0,0,2.03,0,0,0,4.36,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,3.76,0,5.94,0,1.91,0
